Timestamp,Gas_Level_ppm,Gas_Leak_Status,Temperature_C,Fire_Risk_Level,Noise_dB,Noise_Risk,Lift_Alignment,Lift_Status,Overall_Safety_Status
2026-03-13 22:00:53,2104,Warning,28.84150724637681,Normal,71.89,Safe,64.77,Critical,Emergency
2026-03-13 22:01:55,2107,Warning,27.283536231884057,Normal,71.97,Safe,97.27,Critical,Emergency
2026-03-13 22:02:57,2701,Critical,26.458434782608695,Normal,71.95,Safe,99.33,Critical,Emergency
2026-03-13 22:03:59,2727,Critical,25.538608695652172,Normal,71.72,Safe,98.41,Critical,Emergency
2026-03-13 22:05:02,2661,Critical,25.413971014492752,Normal,71.95,Safe,100.15,Critical,Emergency
2026-03-13 22:06:04,2647,Critical,25.351652173913042,Normal,71.95,Safe,101.8,Critical,Emergency
2026-03-13 22:07:06,2559,Critical,25.274376811594202,Normal,71.77,Safe,101.9,Critical,Emergency
2026-03-13 22:08:11,2326,Warning,25.22701449275362,Normal,71.97,Safe,99.36,Critical,Emergency
2026-03-13 22:09:12,2222,Warning,25.17965217391304,Normal,71.95,Safe,298.76,Critical,Emergency
2026-03-14 10:30:02,2179,Warning,25.14973913043478,Normal,72.25,Risky,174.15,Critical,Emergency
2026-03-14 10:31:04,2159,Warning,25.13478260869565,Normal,72.0,Safe,61.39,Critical,Emergency
2026-03-14 10:32:06,2298,Warning,125.32936997744314,DANGER,71.98,Safe,101.47,Critical,Emergency
2026-03-14 10:33:08,2141,Warning,33.23623188405797,Normal,71.95,Safe,214.91,Critical,Emergency
2026-03-14 10:34:09,2119,Warning,45.96423188405797,Normal,72.2,Risky,215.36,Critical,Emergency
2026-03-14 10:35:12,2060,Warning,34.637159420289855,Normal,72.07,Risky,221.46,Critical,Emergency
2026-03-14 10:36:13,2033,Warning,30.930434782608696,Normal,71.42,Safe,15.39,Critical,Emergency
2026-03-14 10:37:15,2032,Warning,28.88886956521739,Normal,71.5,Safe,114.56,Critical,Emergency
2026-03-14 10:38:17,2205,Warning,27.752173913043478,Normal,70.77,Safe,125.05,Critical,Emergency
2026-03-14 10:39:19,2491,Warning,27.019304347826086,Normal,64.57,Safe,133.94,Critical,Emergency
2026-03-14 10:40:21,2020,Warning,26.535710144927535,Normal,93.84,Dangerous,124.7,Critical,Emergency
2026-03-14 10:41:23,0,Safe,25.974840579710143,Normal,94.57,Dangerous,135.15,Critical,Emergency
2026-03-14 10:42:24,2024,Warning,25.633333333333333,Normal,95.66,Dangerous,135.63,Critical,Emergency
2026-03-14 10:43:26,1941,Safe,25.461333333333332,Normal,89.36,Dangerous,136.68,Critical,Emergency
2026-03-14 10:44:28,2002,Warning,121.43930822247134,DANGER,49.89,Safe,142.09,Critical,Emergency
2026-03-14 10:45:30,1916,Safe,25.22701449275362,Normal,71.34,Safe,127.67,Critical,Emergency
2026-03-14 10:46:32,1867,Safe,25.14973913043478,Normal,71.98,Safe,149.87,Critical,Emergency
2026-03-14 21:07:28,1983,Safe,25.08742028985507,Normal,73.17,Risky,124.1,Critical,Emergency
2026-03-14 21:08:30,1865,Safe,98.26382799581462,DANGER,73.56,Risky,117.66,Critical,Emergency
2026-03-14 21:09:32,1935,Safe,25.01014492753623,Normal,73.23,Risky,115.97,Critical,Emergency
2026-03-14 21:10:34,2448,Warning,24.9951884057971,Normal,64.62,Safe,109.04,Critical,Emergency
2026-03-14 21:11:35,2238,Warning,24.97773913043478,Normal,64.32,Safe,120.04,Critical,Emergency
2026-03-14 21:12:37,2031,Warning,25.04005797101449,Normal,75.18,Dangerous,114.9,Critical,Emergency
2026-03-14 21:13:39,2007,Warning,25.259420289855072,Normal,76.51,Dangerous,97.77,Critical,Emergency
2026-03-14 21:14:41,1961,Safe,25.274376811594202,Normal,72.79,Risky,121.75,Critical,Emergency
2026-03-14 21:15:43,1938,Safe,25.28933333333333,Normal,64.68,Safe,123.61,Critical,Emergency
2026-03-14 21:16:44,2547,Critical,25.399014492753622,Normal,40.05,Safe,15.16,Critical,Emergency
2026-03-14 21:17:46,2154,Warning,25.351652173913042,Normal,38.48,Safe,284.85,Critical,Emergency
2026-03-14 21:18:48,1909,Safe,29.464695652173912,Normal,60.41,Safe,199.89,Critical,Emergency
2026-03-14 21:19:50,1853,Safe,41.447362318840575,Normal,66.73,Safe,344.62,Critical,Emergency
2026-03-14 21:20:52,1815,Safe,48.56666666666666,Normal,66.15,Safe,382.02,Critical,Emergency
2026-03-14 21:21:54,1779,Safe,120.4396880246208,DANGER,83.23,Dangerous,157.84,Critical,Emergency
2026-03-14 21:22:56,1754,Safe,48.56666666666666,Normal,96.74,Dangerous,406.13,Critical,Emergency
2026-03-14 21:23:58,1723,Safe,48.56666666666666,Normal,97.03,Dangerous,0.46,Critical,Emergency
2026-03-14 21:25:00,1693,Safe,48.56666666666666,Normal,70.17,Safe,7.57,Critical,Emergency
2026-03-14 21:26:01,1700,Safe,48.56666666666666,Normal,73.48,Risky,220.13,Critical,Emergency
2026-03-14 21:27:03,1692,Safe,48.56666666666666,Normal,74.15,Risky,182.46,Normal,Emergency
2026-03-14 21:29:17,1744,Safe,47.756521739130434,Normal,72.41,Risky,215.95,Normal,Emergency
2026-03-14 21:31:15,1747,Safe,44.48353623188406,Normal,72.38,Risky,219.33,Normal,Emergency
2026-03-14 21:32:17,1856,Safe,117.82895090232807,DANGER,72.48,Risky,177.91,Normal,Alert
2026-03-14 21:33:19,1730,Safe,25.974840579710143,Normal,68.38,Safe,182.53,Normal,Safe
2026-03-14 21:34:21,1788,Safe,25.927478260869563,Normal,71.89,Safe,180.05,Normal,Safe
2026-03-15 07:21:34,1732,Safe,25.772927536231883,Normal,34.66,Safe,180.46,Normal,Safe
2026-03-15 07:22:36,1747,Safe,25.757971014492753,Normal,35.66,Safe,178.77,Normal,Safe
2026-03-15 07:23:38,1698,Safe,25.820289855072463,Normal,34.97,Safe,177.53,Normal,Safe
2026-03-15 07:24:40,1803,Safe,25.927478260869563,Normal,34.0,Safe,217.26,Normal,Safe
2026-03-15 07:25:42,1850,Safe,26.069565217391304,Normal,34.0,Safe,180.9,Normal,Safe
2026-03-15 07:26:44,1904,Safe,26.318840579710145,Normal,33.13,Safe,180.05,Normal,Safe
2026-03-15 07:27:46,2314,Warning,26.598028985507245,Normal,33.0,Safe,178.36,Normal,Alert
2026-03-15 07:28:47,2143,Warning,26.817391304347826,Normal,32.67,Safe,180.88,Normal,Alert
2026-03-15 07:29:49,2217,Warning,25.28933333333333,Normal,32.0,Safe,219.39,Normal,Alert
2026-03-15 07:30:51,2096,Warning,25.28933333333333,Normal,32.0,Safe,181.73,Normal,Alert
2026-03-15 07:31:53,2029,Warning,25.28933333333333,Normal,31.43,Safe,183.43,Normal,Alert
2026-03-15 07:32:55,1851,Safe,25.274376811594202,Normal,31.0,Safe,213.62,Normal,Safe
2026-03-15 07:33:57,1908,Safe,25.274376811594202,Normal,31.0,Safe,179.62,Normal,Safe
2026-03-15 07:34:59,2288,Warning,25.274376811594202,Normal,30.58,Safe,183.75,Normal,Alert
2026-03-15 07:36:00,1963,Safe,25.28933333333333,Normal,30.0,Safe,175.78,Normal,Safe
2026-03-15 07:37:02,1872,Safe,25.274376811594202,Normal,30.0,Safe,218.06,Normal,Safe
2026-03-15 07:38:04,1840,Safe,25.259420289855072,Normal,66.32,Safe,181.76,Normal,Safe
2026-03-15 07:39:06,1829,Safe,25.259420289855072,Normal,77.77,Dangerous,179.16,Normal,Emergency
2026-03-15 07:40:08,1839,Safe,25.244463768115942,Normal,78.72,Dangerous,182.17,Normal,Emergency
2026-03-15 07:41:09,1762,Safe,25.259420289855072,Normal,93.08,Dangerous,183.02,Normal,Emergency
2026-03-15 07:42:11,1762,Safe,25.259420289855072,Normal,69.66,Safe,208.44,Critical,Emergency
2026-03-15 07:43:13,1745,Safe,25.244463768115942,Normal,36.49,Safe,211.04,Critical,Emergency
2026-03-15 07:44:15,1747,Safe,25.244463768115942,Normal,44.03,Safe,420.7,Critical,Emergency
2026-03-15 07:45:16,1728,Safe,25.244463768115942,Normal,73.1,Risky,212.25,Critical,Emergency
2026-03-15 07:46:18,2037,Warning,25.22701449275362,Normal,73.15,Risky,210.99,Critical,Emergency
2026-03-15 07:47:20,1825,Safe,25.22701449275362,Normal,73.2,Risky,213.06,Critical,Emergency
2026-03-15 07:48:22,1771,Safe,25.21205797101449,Normal,73.07,Risky,209.3,Critical,Emergency
2026-03-15 07:49:24,1770,Safe,25.21205797101449,Normal,73.1,Risky,186.29,Normal,Alert
2026-03-15 07:50:25,2179,Warning,25.21205797101449,Normal,73.25,Risky,184.2,Normal,Alert
2026-03-15 08:05:58,1953,Safe,25.21205797101449,Normal,30.03,Safe,220.08,Normal,Safe
2026-03-15 08:06:59,1785,Safe,25.21205797101449,Normal,30.0,Safe,186.34,Normal,Safe
2026-03-15 08:08:01,1834,Safe,25.19710144927536,Normal,30.0,Safe,213.16,Normal,Safe
2026-03-15 08:09:03,1787,Safe,25.19710144927536,Normal,30.0,Safe,184.65,Normal,Safe
2026-03-15 08:10:05,1776,Safe,25.19710144927536,Normal,30.0,Safe,185.93,Normal,Safe
2026-03-15 08:11:07,1794,Safe,25.17965217391304,Normal,30.0,Safe,183.82,Normal,Safe
2026-03-15 08:12:09,2164,Warning,25.17965217391304,Normal,60.18,Safe,208.98,Normal,Alert
2026-03-15 08:13:11,2380,Warning,25.16469565217391,Normal,91.61,Dangerous,183.91,Normal,Emergency
2026-03-15 08:14:13,1985,Safe,25.17965217391304,Normal,88.77,Dangerous,208.2,Normal,Emergency
2026-03-15 09:06:57,2141,Warning,25.16469565217391,Normal,81.34,Dangerous,209.46,Normal,Emergency
2026-03-15 09:07:59,2067,Warning,25.16469565217391,Normal,92.85,Dangerous,214.11,Normal,Emergency
2026-03-15 09:09:01,2142,Warning,25.16469565217391,Normal,92.75,Dangerous,209.03,Normal,Emergency
2026-03-15 09:10:03,1985,Safe,25.16469565217391,Normal,92.79,Dangerous,183.89,Normal,Emergency
2026-03-15 09:11:05,1931,Safe,25.16469565217391,Normal,92.75,Dangerous,208.64,Normal,Emergency
2026-03-15 09:12:06,2960,Critical,25.16469565217391,Normal,92.67,Dangerous,184.37,Normal,Emergency
2026-03-15 10:09:03,2230,Warning,25.16469565217391,Normal,73.89,Risky,183.5,Normal,Alert
2026-03-15 10:10:05,2198,Warning,25.16469565217391,Normal,46.2,Safe,212.42,Normal,Alert
2026-03-15 10:11:07,2782,Critical,25.16469565217391,Normal,36.41,Safe,182.63,Normal,Emergency
2026-03-15 10:12:09,2292,Warning,25.14973913043478,Normal,36.0,Safe,210.31,Normal,Alert
2026-03-15 10:13:10,2131,Warning,25.14973913043478,Normal,31.0,Safe,207.79,Normal,Alert
2026-03-15 10:14:12,2186,Warning,25.14973913043478,Normal,31.0,Safe,206.53,Normal,Alert
2026-03-15 12:09:40,2189,Warning,106.10546787573793,DANGER,72.03,Risky,184.35,Normal,Alert
2026-03-15 14:36:23,2189,Warning,25.14973913043478,Normal,73.52,Risky,188.87,Normal,Alert
2026-03-15 14:37:26,2252,Warning,25.14973913043478,Normal,72.28,Risky,204.85,Normal,Alert
2026-03-15 17:10:44,2155,Warning,25.13478260869565,Normal,72.66,Risky,217.38,Normal,Alert
2026-03-15 17:41:01,2358,Warning,25.13478260869565,Normal,73.33,Risky,183.84,Normal,Alert
2026-04-24 14:48:57,2082,Warning,25.13478260869565,Normal,73.32,Risky,221.49,Normal,Alert
2026-04-24 14:50:00,2490,Warning,25.13478260869565,Normal,73.45,Risky,235.94,Normal,Alert
2026-04-25 08:02:55,2623,Critical,25.13478260869565,Normal,72.69,Risky,184.26,Normal,Emergency
2026-04-25 08:03:57,2432,Warning,25.13478260869565,Normal,75.73,Dangerous,207.37,Normal,Emergency
2026-04-25 08:04:59,2114,Warning,25.13478260869565,Normal,78.48,Dangerous,184.67,Normal,Emergency
2026-04-25 08:06:01,1974,Safe,25.13478260869565,Normal,81.75,Dangerous,217.72,Normal,Emergency
2026-04-25 08:07:03,1914,Safe,25.13478260869565,Normal,72.84,Risky,206.38,Normal,Alert
2026-04-25 08:08:04,1867,Safe,25.13478260869565,Normal,72.9,Risky,185.95,Normal,Alert
2026-04-25 08:10:23,1855,Safe,25.11982608695652,Normal,72.7,Risky,219.01,Normal,Alert
2026-04-25 08:11:25,1830,Safe,25.11982608695652,Normal,72.79,Risky,183.87,Normal,Alert
2026-04-25 08:13:27,1808,Safe,25.11982608695652,Normal,72.95,Safe,204.48,Normal,Safe
2026-04-25 08:14:29,2287,Warning,25.1023768115942,Normal,72.8,Safe,219.44,Normal,Alert
2026-04-25 09:02:17,2261,Warning,95.61185572511056,DANGER,73.43,Safe,207.42,Normal,Alert
2026-04-25 09:03:19,2206,Warning,25.1023768115942,Normal,73.35,Safe,207.45,Normal,Alert
2026-04-25 09:04:21,1879,Safe,25.1023768115942,Normal,73.38,Safe,205.31,Normal,Safe
2026-04-25 09:05:23,1959,Safe,25.1023768115942,Normal,73.42,Safe,211.97,Normal,Safe
2026-04-25 09:06:24,2015,Warning,25.1023768115942,Normal,73.28,Safe,205.31,Normal,Alert
2026-04-25 09:07:26,1965,Safe,25.1023768115942,Normal,73.4,Safe,209.46,Normal,Safe
2026-04-25 09:08:29,1759,Safe,25.1023768115942,Normal,72.97,Safe,210.73,Normal,Safe
2026-04-25 09:09:30,1774,Safe,25.1023768115942,Normal,74.0,Safe,218.99,Normal,Safe
2026-04-25 09:10:32,1797,Safe,25.08742028985507,Normal,73.46,Safe,218.98,Normal,Safe
2026-04-25 09:11:34,1966,Safe,25.1023768115942,Normal,73.41,Safe,185.11,Normal,Safe
2026-04-25 10:04:02,1875,Safe,25.08742028985507,Normal,73.51,Safe,210.24,Normal,Safe
2026-04-25 10:05:03,2030,Warning,25.08742028985507,Normal,73.48,Safe,218.98,Normal,Alert
2026-04-25 10:06:05,1879,Safe,25.08742028985507,Normal,73.62,Safe,211.91,Normal,Safe
2026-04-25 10:07:07,1807,Safe,25.08742028985507,Normal,73.75,Safe,217.72,Normal,Safe
2026-04-25 10:08:09,1857,Safe,25.08742028985507,Normal,73.69,Safe,185.1,Normal,Safe
2026-04-25 10:09:11,1862,Safe,96.16023404659508,DANGER,73.5,Safe,207.28,Normal,Safe
2026-04-25 10:10:13,1983,Safe,25.19710144927536,Normal,73.48,Safe,185.1,Normal,Safe
2026-04-25 10:11:15,2002,Warning,25.19710144927536,Normal,73.56,Safe,209.41,Normal,Alert
2026-04-25 10:12:17,2005,Warning,25.17965217391304,Normal,73.67,Safe,208.54,Normal,Alert
2026-04-25 10:13:19,2039,Warning,25.17965217391304,Normal,67.43,Safe,208.59,Normal,Alert
2026-04-25 10:14:21,2038,Warning,25.17965217391304,Normal,51.52,Safe,211.96,Normal,Alert
2026-04-25 10:15:23,2078,Warning,25.17965217391304,Normal,30.0,Safe,209.17,Normal,Alert
2026-04-25 10:16:24,2072,Warning,25.19710144927536,Normal,52.4,Safe,212.13,Normal,Alert
2026-04-25 10:17:26,2037,Warning,25.16469565217391,Normal,120.0,Dangerous,212.07,Normal,Emergency
2026-04-25 10:18:28,1791,Safe,25.16469565217391,Normal,120.0,Dangerous,211.34,Normal,Emergency
2026-04-25 11:03:10,1951,Safe,25.944927536231884,Normal,72.2,Safe,215.42,Normal,Safe
2026-04-25 11:04:12,2053,Warning,35.915942028985505,Normal,72.25,Safe,208.71,Normal,Emergency
2026-04-25 11:05:14,1977,Safe,40.48017391304348,Normal,72.38,Safe,210.34,Normal,Emergency
2026-04-25 11:06:16,1954,Safe,44.296579710144925,Normal,72.44,Safe,202.01,Normal,Emergency
2026-04-25 11:07:18,1998,Safe,49.0328115942029,Normal,72.33,Safe,203.27,Normal,Emergency
2026-04-25 11:08:20,1998,Safe,49.0328115942029,Normal,72.22,Safe,204.19,Normal,Emergency
2026-04-25 11:09:22,1831,Safe,49.0328115942029,Normal,72.3,Safe,213.42,Normal,Emergency
2026-04-25 11:10:23,1886,Safe,49.0328115942029,Normal,72.37,Safe,203.71,Normal,Emergency
2026-04-25 11:11:25,1744,Safe,49.548811594202895,Normal,72.46,Safe,207.94,Normal,Emergency
2026-04-25 12:01:15,1731,Safe,47.07101449275362,Normal,30.0,Safe,202.5,Normal,Emergency
